PPI,min_score,max_score,avg_score
8boz-model-88_A_Z,-3.342409134,3.592506409,0.664340913
8boz-model-89_A_Z,-6.325261116,3.469673157,-1.196419954
8boz-model-90_A_Z,-3.697436333,2.840892553,-0.246027738
8boz-model-91_A_Z,-5.005493641,2.651748896,-0.407813936
8boz-model-92_A_Z,-4.556490898,2.260776281,-0.562871814
8boz-model-93_A_Z,-6.57752943,3.404364586,-0.52322191
8boz-model-94_A_Z,-4.019465923,2.296871901,-0.784652174
8boz-model-95_A_Z,-4.381950378,3.413647413,-0.051661141
8boz-model-96_A_Z,-7.384144306,4.05031395,-1.189277053
8boz-model-97_A_Z,-5.831352234,3.430000782,-0.71753633
8boz-model-98_A_Z,-5.559288979,3.29238987,-1.378763914
8boz-model-99_A_Z,-4.653259754,2.591447592,-0.708870232
8boz-model-100_A_Z,-4.545785427,3.737228155,-0.261624306
8bqg-model-1_A_Z,-1.693549991,6.515350819,2.703806162
8bqg-model-2_A_Z,-2.600102186,5.397686958,2.035910368
8bqg-model-3_A_Z,-6.627660751,3.356287956,-0.814911127
8bqg-model-4_A_Z,-4.264710903,3.6369133,-0.075042717
8bqg-model-5_A_Z,-7.711800575,2.572461605,-1.903236628
8bqg-model-6_A_Z,-2.939953327,2.365448713,-0.257555127
8bqg-model-7_A_Z,-5.327647209,4.672259808,0.469653964
8bqg-model-8_A_Z,-6.261911869,3.205385923,0.469143867
8bqg-model-9_A_Z,-6.092835903,3.767925262,-1.248651505
8bqg-model-10_A_Z,-4.348880768,2.393725872,-0.453977823
8bqg-model-11_A_Z,-3.591254234,3.811064482,-0.062642798
8bqg-model-12_A_Z,-1.890813351,4.87785244,1.771619081
8bqg-model-13_A_Z,-6.33413887,2.988183975,-0.930697858
8bqg-model-14_A_Z,-2.938108921,3.269339561,-0.06111367
8bqg-model-15_A_Z,-8.436445236,3.054950476,-1.139256954
8bqg-model-16_A_Z,-8.923742294,2.278958321,-2.852686405
8bqg-model-17_A_Z,-3.170109272,4.089387894,-0.03991995
8bqg-model-18_A_Z,-3.220582008,5.975409508,0.936330736
8bqg-model-19_A_Z,-5.613194466,2.857099295,-0.747564673
8bqg-model-20_A_Z,-8.013858795,3.724720955,-0.363058895
8bqg-model-21_A_Z,-6.886786938,3.121560335,-1.767716289
8bqg-model-22_A_Z,-2.852926731,4.756509781,1.709861279
8bqg-model-23_A_Z,-4.395634651,1.983467698,-1.171453476
8bqg-model-24_A_Z,-3.850218534,2.550345182,-0.07954707
8bqg-model-25_A_Z,-4.467071056,3.544618607,0.723380685
8bqg-model-26_A_Z,-3.065234423,1.331700802,-0.800847054
8bqg-model-27_A_Z,-3.938752651,3.223669767,-0.571638465
8bqg-model-28_A_Z,-9.147711754,3.327623606,-1.725832462
8bqg-model-29_A_Z,-3.981371403,5.594569206,0.775223076
8bqg-model-30_A_Z,-7.866233349,2.369893312,-1.987229824
8bqg-model-31_A_Z,-5.393507004,3.447616577,0.258356094
8bqg-model-32_A_Z,-4.628530502,3.053092718,-0.970865309
8bqg-model-33_A_Z,-1.779361486,5.08541584,1.925194263
8bqg-model-34_A_Z,-7.623574257,3.670390129,-1.069283724
8bqg-model-35_A_Z,-2.711370945,5.926291943,1.642541051
8bqg-model-36_A_Z,-7.111721039,3.625941515,-0.913557231
8bqg-model-37_A_Z,-4.176482677,3.329673529,0.071567141
8bqg-model-38_A_Z,-2.422099352,4.640143394,1.567201972
8bqg-model-39_A_Z,-6.58263588,4.002968788,-0.466037095
8bqg-model-40_A_Z,-2.553864479,5.763192654,2.041271687
8bqg-model-41_A_Z,-7.456150055,3.778074026,-0.173070759
8bqg-model-42_A_Z,-2.343185663,4.735099792,1.961276054
8bqg-model-43_A_Z,-2.952508688,2.827175856,0.116749287
8bqg-model-44_A_Z,-4.041864395,2.569116592,-0.367109209
8bqg-model-45_A_Z,-6.582160473,3.162194252,-1.252197266
8bqg-model-46_A_Z,-3.703244686,2.498320341,-0.324635983
8bqg-model-47_A_Z,-5.046238899,2.542948008,-1.179762721
8bqg-model-48_A_Z,-4.576834202,4.800324917,0.176453859
8bqg-model-49_A_Z,-4.404708385,1.659549475,-0.894342065
8bqg-model-50_A_Z,-4.50765419,2.912723303,-0.992041945
8bqg-model-51_A_Z,-1.713838458,5.687821388,1.980520129
8bqg-model-52_A_Z,-1.704127908,4.613583565,1.972546816
8bqg-model-53_A_Z,-5.733281136,2.595761538,-0.983779788
8bqg-model-54_A_Z,-4.476512909,1.868129134,-0.864741862
8bqg-model-55_A_Z,-4.473243237,3.759392262,0.441982388
8bqg-model-56_A_Z,-6.134018421,2.527130604,-0.734619856
8bqg-model-57_A_Z,-4.702471733,1.699111938,-1.472056508
8bqg-model-58_A_Z,-6.838685036,3.679602146,-1.512180924
8bqg-model-59_A_Z,-2.202181339,4.840929508,1.49115181
8bqg-model-60_A_Z,-2.843829632,2.106997967,-0.556200504
8bqg-model-61_A_Z,-3.675639391,1.691628456,-0.955930471
8bqg-model-62_A_Z,-4.088450909,1.710172653,-0.759273291
8bqg-model-63_A_Z,-5.721065521,3.404577017,-0.881299078
8bqg-model-64_A_Z,-4.444709301,1.604183435,-1.320597053
8bqg-model-65_A_Z,-5.999381065,4.050964832,-0.964538217
8bqg-model-66_A_Z,-3.465585947,1.152557492,-1.020840406
8bqg-model-67_A_Z,-2.89040637,2.426998615,-0.419580668
8bqg-model-68_A_Z,-6.249448299,2.942905664,-1.233372688
8bqg-model-69_A_Z,-5.790104866,1.651243925,-1.3374331
8bqg-model-70_A_Z,-5.339081764,3.268223286,-0.832484722
8bqg-model-71_A_Z,-8.715785027,3.112315178,-1.503565311
8bqg-model-72_A_Z,-8.123642921,4.487010479,-1.678737283
8bqg-model-73_A_Z,-3.468093634,4.582658291,1.761858821
8bqg-model-74_A_Z,-6.03501606,3.332650423,-1.030509353
8bqg-model-75_A_Z,-5.396151066,3.027226925,-0.533464551
8bqg-model-76_A_Z,-4.532966614,3.180358887,-0.17687732
8bqg-model-77_A_Z,-4.319270611,3.200796366,-0.163893729
8bqg-model-78_A_Z,-7.874905586,3.826418877,-2.182262182
8bqg-model-79_A_Z,-2.128526926,5.363251209,1.985720038
8bqg-model-80_A_Z,-5.046387672,4.240606785,-0.042048868
8bqg-model-81_A_Z,-7.838964462,1.994596958,-1.611603856
8bqg-model-82_A_Z,-6.792083263,3.420833588,-1.475764394
8bqg-model-83_A_Z,-7.377776623,2.347872972,-1.764696121
8bqg-model-84_A_Z,-6.511358261,2.566387415,-1.208424211
8bqg-model-85_A_Z,-7.550630093,2.566912889,-1.821452379
8bqg-model-86_A_Z,-2.589952469,2.81870985,0.33431372
8bqg-model-87_A_Z,-5.509435177,1.411254764,-1.132704258
8bqg-model-88_A_Z,-5.344376564,2.429349661,-0.762052238
8bqg-model-89_A_Z,-6.172228813,3.350511789,-0.123345599
8bqg-model-90_A_Z,-3.509335756,5.553963184,0.917911053
8bqg-model-91_A_Z,-6.422683239,2.830085993,-1.142376661
8bqg-model-92_A_Z,-7.021370888,3.306497335,-1.090932608
8bqg-model-93_A_Z,-4.155939579,4.15287447,0.079277724
8bqg-model-94_A_Z,-6.449072361,2.365586758,-1.524848223
8bqg-model-95_A_Z,-6.667798042,2.625485897,-1.633845329
8bqg-model-96_A_Z,-4.349638939,3.892008066,0.515910804
8bqg-model-97_A_Z,-2.545979977,1.884215832,-0.402017266
8bqg-model-98_A_Z,-3.857525826,3.032985687,-0.645818353
8bqg-model-99_A_Z,-3.257696629,5.321445465,0.71175468
8bqg-model-100_A_Z,-9.086023331,3.454671144,-1.96158433
8br9-model-1_A_Z,-1.063716054,7.434094429,2.355877399
8br9-model-2_A_Z,-3.580949783,4.921274185,1.30518043
8br9-model-3_A_Z,-4.182591438,2.824555874,-0.084867947
8br9-model-4_A_Z,-8.705176353,1.275483131,-2.896966219
8br9-model-5_A_Z,-8.245315552,1.805920124,-3.007481098
8br9-model-6_A_Z,-5.746508598,8.38170433,0.188834175
8br9-model-7_A_Z,-4.790127754,4.615598679,0.013240543
8br9-model-8_A_Z,-5.188044548,3.464954376,-0.304340482
8br9-model-9_A_Z,-1.579952478,2.506890297,1.034358621
8br9-model-10_A_Z,-8.513983727,1.471912503,-2.345118046
8br9-model-11_A_Z,-2.588649273,2.738343239,0.576345861
8br9-model-12_A_Z,-5.462363243,2.851376057,-0.975334942
8br9-model-13_A_Z,-3.958964825,2.340123892,-0.012984553
8br9-model-14_A_Z,-5.895089149,2.279211283,-0.811327994
8br9-model-15_A_Z,-4.799283981,2.942821264,0.260884821
8br9-model-16_A_Z,-7.651912689,1.758887172,-2.880208492
8br9-model-17_A_Z,-6.783514023,3.704002619,-0.847475648
8br9-model-18_A_Z,-3.918679953,3.617961407,0.395941466
8br9-model-19_A_Z,-5.931002617,2.024570942,-0.950082183
8br9-model-20_A_Z,-7.934959412,1.168411851,-2.897816896
8br9-model-21_A_Z,-5.523931503,2.583551884,-0.010987723
8br9-model-22_A_Z,-1.652296543,3.410533905,1.006671906
8br9-model-23_A_Z,-5.428472519,2.146079302,-0.316231251
8br9-model-24_A_Z,-7.686383247,2.294478655,-1.23215723
8br9-model-25_A_Z,-8.152973175,2.747840405,-2.571565628
8br9-model-26_A_Z,-4.422756672,2.980520964,-0.114485748
8br9-model-27_A_Z,-6.118553162,4.451833248,-0.044140261
8br9-model-28_A_Z,-5.504623413,4.865816593,-0.427562118
8br9-model-29_A_Z,-4.15253067,2.364219904,0.061292436
8br9-model-30_A_Z,-4.305688858,2.93392849,0.79661268
8br9-model-31_A_Z,-3.531011105,3.189365864,0.090543397
8br9-model-32_A_Z,-4.116662025,2.016999483,-0.13819544
8br9-model-33_A_Z,-8.149393082,1.394236326,-2.47555995
8br9-model-34_A_Z,-8.277162552,2.935159922,-2.6658144
8br9-model-35_A_Z,-4.558579445,2.750823736,-0.018063888
8br9-model-36_A_Z,-5.32319212,3.12425828,-0.563135147
8br9-model-37_A_Z,-6.699108124,1.962947607,-1.723388553
8br9-model-38_A_Z,-4.152733803,5.145534515,0.943080842
8br9-model-39_A_Z,-5.646372318,2.355167389,-0.646283686
8br9-model-40_A_Z,-3.530303478,2.862036228,0.086524017
8br9-model-41_A_Z,-7.266811848,2.319859028,-1.326247334
8br9-model-42_A_Z,-5.321795464,3.240655661,0.022548182
8br9-model-43_A_Z,-7.117687702,3.094985723,-1.497080088
8br9-model-44_A_Z,-6.393562317,2.339962244,-1.286934018
8br9-model-45_A_Z,-8.342496872,0.984832525,-3.743053913
8br9-model-46_A_Z,-6.512553692,3.235242844,-1.053062439
8br9-model-47_A_Z,-5.015995979,4.241996765,0.111865714
8br9-model-48_A_Z,-7.236579895,4.196068287,-0.884290934
8br9-model-49_A_Z,-6.280494213,1.915307045,-1.696313262
8br9-model-50_A_Z,-6.35669136,2.419875145,-1.841582775
8br9-model-51_A_Z,-3.325444221,3.241192579,0.706834257
8br9-model-52_A_Z,-5.544161797,2.212319374,-0.565528929
8br9-model-53_A_Z,-7.693586349,2.129581213,-2.549593687
8br9-model-54_A_Z,-7.015678406,2.704989433,-1.454396844
8br9-model-55_A_Z,-7.039541721,3.914414406,-0.754692852
8br9-model-56_A_Z,-4.880604267,3.413024902,0.344253182
8br9-model-57_A_Z,-5.099552631,3.436517715,-0.594217181
8br9-model-58_A_Z,-4.22784996,2.159119129,-0.78785038
8br9-model-59_A_Z,-5.067904949,3.136946201,-0.400042027
8br9-model-60_A_Z,-8.750619888,1.88415885,-3.321426153
8br9-model-61_A_Z,-3.819652557,2.651084423,0.384083092
8br9-model-62_A_Z,-2.861251354,2.575950861,0.428245276
8br9-model-63_A_Z,-6.039207458,1.645818353,-0.513074458
8br9-model-64_A_Z,-4.557388306,3.332038403,0.120454252
8br9-model-65_A_Z,-3.669433594,2.946572781,-0.526868045
8br9-model-66_A_Z,-8.134300232,1.515100479,-2.861025572
8br9-model-67_A_Z,-7.31923008,3.041491747,-0.655577183
8br9-model-68_A_Z,-2.378439426,2.276005268,0.403786123
8br9-model-69_A_Z,-5.747516632,2.749370337,-0.34754321
8br9-model-70_A_Z,-4.523346901,4.168693066,-0.242706001
8br9-model-71_A_Z,-5.722545147,2.787975788,-0.457590103
8br9-model-72_A_Z,-4.298971176,1.680200815,-0.454092443
8br9-model-73_A_Z,-3.865383387,3.47829628,0.287742198
8br9-model-74_A_Z,-8.124559402,1.24578166,-3.162583351
8br9-model-75_A_Z,-5.965848923,4.368806839,-0.646338522
8br9-model-76_A_Z,-7.383736134,1.672464013,-2.803326845
8br9-model-77_A_Z,-8.186580658,1.822512031,-1.620671391
8br9-model-78_A_Z,-7.644537449,1.266886592,-2.579040766
8br9-model-79_A_Z,-5.180686951,3.121860981,-0.153343081
8br9-model-80_A_Z,-10.23459625,1.297897696,-3.568523884
8br9-model-81_A_Z,-5.84335804,1.607203603,-0.966825545
8br9-model-82_A_Z,-8.13265419,1.638312101,-2.682293415
8br9-model-83_A_Z,-4.768255711,3.059054613,-1.08241868
8br9-model-84_A_Z,-6.105624199,2.299585819,-0.939034462
8br9-model-85_A_Z,-3.822975636,3.443276405,-0.114085555
8br9-model-86_A_Z,-5.962277889,2.851533175,-0.196241155
8br9-model-87_A_Z,-3.822954655,2.434939623,0.086286731
8br9-model-88_A_Z,-4.858859062,3.979235411,0.641720116
8br9-model-89_A_Z,-10.56281757,1.344311237,-3.543416262
8br9-model-90_A_Z,-5.77722311,1.348852634,-0.90234971
8br9-model-91_A_Z,-3.925077915,6.715917587,0.410893083
8br9-model-92_A_Z,-4.923752785,3.714339018,-0.46571061
8br9-model-93_A_Z,-7.640370369,0.67621696,-2.913813114
8br9-model-94_A_Z,-7.668513775,1.545840025,-2.286545515
8br9-model-95_A_Z,-9.26389122,1.232726812,-2.915287256
8br9-model-96_A_Z,-9.599998474,3.028641701,-1.273115873
8br9-model-97_A_Z,-4.408800602,2.806473494,0.232071668
8br9-model-98_A_Z,-4.910312653,2.778871059,-0.44978565
8br9-model-99_A_Z,-10.12494373,2.5139575,-1.790816426
8br9-model-100_A_Z,-5.024733543,4.524690151,0.699342012
8c8p-model-1_A_Z,-5.6784482,3.01459837,-0.823643327
8c8p-model-2_A_Z,-3.188235283,3.373983622,0.5869717
8c8p-model-3_A_Z,-5.173335075,1.354017854,-1.45516789
8c8p-model-4_A_Z,-4.024597645,2.829553127,-0.767210305
8c8p-model-5_A_Z,-5.108345032,5.365127087,-0.575206399
8c8p-model-6_A_Z,-5.306762218,3.394248724,-0.517812967
8c8p-model-7_A_Z,-6.026635647,2.02809763,-1.035859823
8c8p-model-8_A_Z,-4.948639393,1.668545842,-1.311488032
8c8p-model-9_A_Z,-3.894160032,3.672870159,-0.403319776
8c8p-model-10_A_Z,-3.312032938,4.429963589,0.756269515
8c8p-model-11_A_Z,-5.100435257,2.043466806,-1.230985045
8c8p-model-12_A_Z,-2.159822941,4.254915714,1.011638522
8c8p-model-13_A_Z,-5.718457699,3.269081831,-0.467378557
8c8p-model-14_A_Z,-9.854722023,2.813537359,-1.036388159
8c8p-model-15_A_Z,-5.129314899,1.580403209,-1.490574956
8c8p-model-16_A_Z,-5.647871971,3.830511332,-0.196853727
8c8p-model-17_A_Z,-4.84610796,2.437851667,-0.65154314
8c8p-model-18_A_Z,-2.598618984,3.666951895,1.064130187
8c8p-model-19_A_Z,-4.444960117,2.417460918,-0.687219501
8c8p-model-20_A_Z,-6.416176319,2.204380512,-1.540482759
8c8p-model-21_A_Z,-5.604079723,1.559516191,-1.220865011
8c8p-model-22_A_Z,-3.965447903,4.727490902,0.681316257
8c8p-model-23_A_Z,-4.630512714,4.525911331,0.721736372
8c8p-model-24_A_Z,-5.767796993,5.718401432,-0.415235251
8c8p-model-25_A_Z,-6.246410847,2.749988556,-1.077177763
8c8p-model-26_A_Z,-3.843203306,5.253097534,-0.263911664
8c8p-model-27_A_Z,-6.604038715,4.464060783,-1.225363851
8c8p-model-28_A_Z,-4.782999992,5.92589283,-0.393624753
8c8p-model-29_A_Z,-5.2876091,1.854791284,-1.216646194
8c8p-model-30_A_Z,-4.341444969,2.011775732,-1.556672573
8c8p-model-31_A_Z,-5.137889385,3.194319487,-0.730920494
8c8p-model-32_A_Z,-5.351587296,2.141450405,-0.882004201
8c8p-model-33_A_Z,-4.888367653,1.834560037,-0.748230159
8c8p-model-34_A_Z,-6.681648731,1.796153903,-1.401089072
8c8p-model-35_A_Z,-6.347732067,3.93860817,-1.370976806
8c8p-model-36_A_Z,-5.758425713,2.773062229,-0.787399709
8c8p-model-37_A_Z,-6.36486578,2.804840326,-1.09853673
8c8p-model-38_A_Z,-6.68024826,3.095879555,-1.517242551
8c8p-model-39_A_Z,-3.473217249,3.189448595,0.070013635
8c8p-model-40_A_Z,-4.442482948,2.096351624,-0.799907088
8c8p-model-41_A_Z,-4.456531048,2.098084211,-1.219808221
8c8p-model-42_A_Z,-5.173080921,1.906712055,-0.527070463
8c8p-model-43_A_Z,-8.09774971,2.520285606,-1.541647911
8c8p-model-44_A_Z,-7.442958355,1.686731577,-1.530017495
8c8p-model-45_A_Z,-5.237630367,2.436680555,-0.656248689
8c8p-model-46_A_Z,-4.852370262,4.204382896,0.497484297
8c8p-model-47_A_Z,-5.352869034,2.756520033,-0.678509772
8c8p-model-48_A_Z,-6.196439743,2.115927935,-1.005997658
8c8p-model-49_A_Z,-6.983112335,1.089878917,-1.599398494
8c8p-model-50_A_Z,-3.739104033,2.131624699,-0.313379645
8c8p-model-51_A_Z,-6.159789085,2.426789999,-0.620970964
8c8p-model-52_A_Z,-3.383375406,3.332032204,0.849314809
8c8p-model-53_A_Z,-6.001029015,1.408885002,-1.268024325
8c8p-model-54_A_Z,-4.61390543,1.775600076,-0.943996668
8c8p-model-55_A_Z,-4.697834015,2.7410326,-0.786227703
8c8p-model-56_A_Z,-5.975043297,2.43665266,-1.466956735
8c8p-model-57_A_Z,-4.693446159,5.526175022,0.318642676
8c8p-model-58_A_Z,-4.752689362,3.793756485,-0.576482296
8c8p-model-59_A_Z,-5.238481998,2.409635305,-1.226315737
8c8p-model-60_A_Z,-3.375593185,5.913707733,0.219764009
8c8p-model-61_A_Z,-4.512127399,1.175249338,-1.401979923
8c8p-model-62_A_Z,-4.511179447,1.744393826,-0.863421023
8c8p-model-63_A_Z,-3.754904509,2.90625453,-0.001865347
8c8p-model-64_A_Z,-5.227535248,1.626914501,-1.334843516
8c8p-model-65_A_Z,-4.400755405,1.854755878,-1.208851337
8c8p-model-66_A_Z,-6.202644348,3.038816452,-0.739816606
8c8p-model-67_A_Z,-4.904275894,1.557766795,-1.462211013
8c8p-model-68_A_Z,-6.302249432,3.17973876,-0.687509477
8c8p-model-69_A_Z,-3.904971361,2.826144695,-0.145326301
8c8p-model-70_A_Z,-5.266048431,4.741087437,-0.684530675
8c8p-model-71_A_Z,-5.099428177,3.097544909,-0.22454749
8c8p-model-72_A_Z,-7.268495083,3.178844452,-1.438060284
8c8p-model-73_A_Z,-5.412507057,4.306172848,-0.627917767
8c8p-model-74_A_Z,-4.954967022,1.133307457,-1.067480803
8c8p-model-75_A_Z,-6.960161209,2.904202223,-1.141543388
8c8p-model-76_A_Z,-4.181980133,2.957506657,-0.490819395
8c8p-model-77_A_Z,-2.697695494,2.803540468,0.043786403
8c8p-model-78_A_Z,-3.442819595,2.066646338,-0.658525229
8c8p-model-79_A_Z,-5.835254192,1.332992792,-1.4112252
8c8p-model-80_A_Z,-3.841145992,5.447193146,0.326084316
8c8p-model-81_A_Z,-5.877784729,1.684827089,-1.893323779
8c8p-model-82_A_Z,-5.620789528,4.386998177,-0.380925655
8c8p-model-83_A_Z,-2.833306789,7.059553146,1.077733278
8c8p-model-84_A_Z,-4.173033237,2.524166584,-1.117728233
8c8p-model-85_A_Z,-6.873194695,3.265928268,-0.358903825
8c8p-model-86_A_Z,-2.683038712,4.063982964,0.806329966
8c8p-model-87_A_Z,-5.637379169,2.97088623,-1.056421518
8c8p-model-88_A_Z,-6.715129375,1.662628174,-1.427748561
8c8p-model-89_A_Z,-5.174067497,5.304551601,-0.35830617
8c8p-model-90_A_Z,-4.947089195,2.486914158,-0.268432289
8c8p-model-91_A_Z,-3.282967091,3.46007967,0.627188027
8c8p-model-92_A_Z,-5.644891262,2.266649008,-1.36699605
8c8p-model-93_A_Z,-3.218200207,3.351270437,0.541710019
8c8p-model-94_A_Z,-5.239150524,3.013586044,-1.03690207
8c8p-model-95_A_Z,-2.441289425,3.690103531,0.761873841
8c8p-model-96_A_Z,-5.523443699,2.397429466,-0.973724306
8c8p-model-97_A_Z,-4.000630379,4.465092182,0.500661671
8c8p-model-98_A_Z,-5.681111336,3.977784872,-0.455360413
8c8p-model-99_A_Z,-7.419060707,2.291404247,-1.191837311
8c8p-model-100_A_Z,-5.509637356,2.346287251,-1.52729857
8ct8-model-1_A_Z,-2.769135952,4.65951252,0.826004744
8ct8-model-2_A_Z,-7.815687656,2.924374819,-1.368600249
8ct8-model-3_A_Z,-6.206823349,5.786782265,-0.804391682
8ct8-model-4_A_Z,-8.813220978,2.074568987,-2.113987923
8ct8-model-5_A_Z,-4.508497715,2.275734901,-0.223137781
8ct8-model-6_A_Z,-9.540029526,1.790273428,-2.376400709
8ct8-model-7_A_Z,-10.47271824,2.24493432,-2.879482746
8ct8-model-8_A_Z,-6.102083683,3.592750549,-0.932650983
8ct8-model-9_A_Z,-9.753982544,1.874124885,-3.119782448
8ct8-model-10_A_Z,-11.8727026,2.290303946,-3.450983524
8ct8-model-11_A_Z,-8.379584312,2.658268213,-3.178464413
8ct8-model-12_A_Z,-10.25839233,1.409308076,-3.185940266
8ct8-model-13_A_Z,-6.929468155,3.812594891,-1.583128572
8ct8-model-14_A_Z,-6.903796673,3.392244101,-1.668287754
8ct8-model-15_A_Z,-7.701225758,1.696090102,-2.156443596
8ct8-model-16_A_Z,-7.752930641,1.818405986,-2.80781126
8ct8-model-17_A_Z,-10.61728287,2.227427244,-3.441978931
8ct8-model-18_A_Z,-6.410552025,2.292196512,-0.755287111
8ct8-model-19_A_Z,-7.045176983,2.682210445,-1.535739064
8ct8-model-20_A_Z,-5.180170536,3.618152618,-0.30735448
8ct8-model-21_A_Z,-6.412928581,3.338526011,-2.109048843
8ct8-model-22_A_Z,-11.21159935,2.501126051,-3.578130245
8ct8-model-23_A_Z,-5.657905102,2.753952503,-1.356102705
8ct8-model-24_A_Z,-1.817241549,4.058288574,0.912425876
8ct8-model-25_A_Z,-9.376476288,1.218923926,-3.742234945
8ct8-model-26_A_Z,-3.130179405,3.018581629,0.139621481
8ct8-model-27_A_Z,-7.396706104,2.798419476,-0.976406515
8ct8-model-28_A_Z,-6.746357918,1.473105311,-1.973796964
8ct8-model-29_A_Z,-5.026262283,4.722723484,-0.559874237
8ct8-model-30_A_Z,-7.553408623,1.571181536,-2.764076948
8ct8-model-31_A_Z,-10.4109621,2.245201588,-3.550995111
8ct8-model-32_A_Z,-3.875319004,3.460792065,0.030727381
8ct8-model-33_A_Z,-6.963204861,3.947314739,-1.324909925
8ct8-model-34_A_Z,-5.259217739,2.834861517,-0.871545136
8ct8-model-35_A_Z,-5.722815037,1.94382906,-1.270841002
8ct8-model-36_A_Z,-5.034623623,3.853380203,-0.737791777
8ct8-model-37_A_Z,-6.160076618,4.429489136,-0.718477547
8ct8-model-38_A_Z,-5.192152977,3.307846308,-0.584362328
8ct8-model-39_A_Z,-10.8447094,1.580003858,-3.327381134
8ct8-model-40_A_Z,-6.487183571,2.91545701,-1.220868945
8ct8-model-41_A_Z,-6.883748055,3.095939636,-1.329485774
8ct8-model-42_A_Z,-6.858613014,4.274555206,-2.082722187
8ct8-model-43_A_Z,-10.07638645,1.559522629,-3.385876179
8ct8-model-44_A_Z,-3.124066353,3.401865244,0.474855036
8ct8-model-45_A_Z,-9.641976357,2.599532127,-3.313653946
8ct8-model-46_A_Z,-8.14938736,2.59941411,-2.447635412
8ct8-model-47_A_Z,-5.870040894,3.688732386,-0.931850731
8ct8-model-48_A_Z,-5.188984871,3.176386833,-0.354560375
8ct8-model-49_A_Z,-9.884665489,1.174122214,-3.660134077
8ct8-model-50_A_Z,-2.214388847,3.483154535,0.515341997
8ct8-model-51_A_Z,-8.677942276,1.508557558,-3.095554352
8ct8-model-52_A_Z,-10.86594963,2.573767185,-2.974734068
8ct8-model-53_A_Z,-8.46243,1.576412797,-2.28919816
8ct8-model-54_A_Z,-4.208210468,2.471573114,-0.247220784
8ct8-model-55_A_Z,-4.857867718,3.134828568,-0.55598551
8ct8-model-56_A_Z,-6.486456394,2.759317875,-1.870526552
8ct8-model-57_A_Z,-9.208155632,1.517691731,-2.637976885
8ct8-model-58_A_Z,-6.364308834,2.658978224,-0.659158528
8ct8-model-59_A_Z,-9.573172569,3.210246563,-3.170224667
8ct8-model-60_A_Z,-5.925988674,4.000878811,-0.836684167
8ct8-model-61_A_Z,-4.159004688,2.457556963,-0.466625065
8ct8-model-62_A_Z,-9.582670212,2.661721945,-2.715583324
8ct8-model-63_A_Z,-9.17795372,1.334722638,-2.648201942
8ct8-model-64_A_Z,-6.331355095,1.612793565,-1.628809094
8ct8-model-65_A_Z,-6.650225163,3.564330101,-1.273574948
8ct8-model-66_A_Z,-6.506117344,1.569459438,-1.670921922
8ct8-model-67_A_Z,-5.765004158,2.774479151,-1.668326974
8ct8-model-68_A_Z,-7.154177666,1.230891705,-2.599242687
8ct8-model-69_A_Z,-6.892356396,1.460693717,-2.452963114
8ct8-model-70_A_Z,-4.280720234,3.217346907,-0.52197206
8ct8-model-71_A_Z,-3.863389015,4.187681198,-0.099087603
8ct8-model-72_A_Z,-9.635220528,2.727332115,-3.022313833
8ct8-model-73_A_Z,-8.416347504,1.835745215,-3.121682644
8ct8-model-74_A_Z,-5.530203342,2.074826241,-1.718189597
8ct8-model-75_A_Z,-4.171881199,3.277911186,-0.682675481
8ct8-model-76_A_Z,-10.38363838,1.203195572,-3.472106457
8ct8-model-77_A_Z,-10.52257347,0.607562184,-3.465592146
8ct8-model-78_A_Z,-6.192760468,5.963092327,-0.25267455
8ct8-model-79_A_Z,-10.00041103,1.229127645,-3.610543489
8ct8-model-80_A_Z,-6.619403362,2.34085989,-1.258999109
8ct8-model-81_A_Z,-8.941842079,1.706558943,-2.971857071
8ct8-model-82_A_Z,-2.699501514,2.715160608,0.11412394
8ct8-model-83_A_Z,-12.23245621,1.434379816,-4.101955414
8ct8-model-84_A_Z,-6.447093964,1.86942184,-2.791489124
8ct8-model-85_A_Z,-5.971484661,4.005865574,-0.743166983
8ct8-model-86_A_Z,-7.356822014,2.267722845,-2.018359661
8ct8-model-87_A_Z,-7.169477463,1.629043698,-2.01346159
8ct8-model-88_A_Z,-7.812314034,2.016908169,-2.617051363
8ct8-model-89_A_Z,-3.331380606,2.480360031,0.203755304
8ct8-model-90_A_Z,-8.400776863,1.377817869,-2.561958075
8ct8-model-91_A_Z,-5.93381834,4.328588486,-1.36544919
8ct8-model-92_A_Z,-9.55629921,1.642862797,-2.074409962
8ct8-model-93_A_Z,-3.820708513,1.843309283,-0.364778042
8ct8-model-94_A_Z,-7.010142803,2.027959108,-2.212117434
8ct8-model-95_A_Z,-3.87879467,2.634279966,-0.089220986
8ct8-model-96_A_Z,-5.502782822,2.09311533,-0.975510478
8ct8-model-97_A_Z,-5.582759857,2.7888906,-0.608055651
8ct8-model-98_A_Z,-7.100348473,2.176771879,-2.709656954
8ct8-model-99_A_Z,-4.686003685,2.510861397,-0.513651907
8ct8-model-100_A_Z,-3.675453663,2.200592995,-0.412577093
8cxr-model-1_A_Z,-3.216775179,4.930985451,0.923132658
8cxr-model-2_A_Z,-4.303644657,3.995320559,0.519137919
8cxr-model-3_A_Z,-6.887601376,4.108150005,-0.177593648
8cxr-model-4_A_Z,-4.660403252,3.379029751,-0.024267562
